payment_id,invoice_id,payment_date,payment_method,payment_amount,payment_status
PAY0004762,INV002450,22-06-2025,CHEQUE,207170.29,FAILED
PAY0004763,INV001419,16-12-2025,ACH,123621.42,
PAY0004764,INV003034,16-03-2025,CHEQUE,100713.57,FAILED
PAY0004765,INV001683,16-11-2024,WIRE,45332.55,
PAY0004766,INV000328,10-02-2024,WIRE,583414.96,FAILED
PAY0004767,INV001421,13-05-2024,CASH,441472.64,
PAY0004768,INV002924,09-02-2025,CHEQUE,110036.12,
PAY0004769,INV001010,31-03-2024,CHEQUE,61683.02,SUCCESS
PAY0004770,INV001254,25-01-2024,ACH,247724.06,SUCCESS
PAY0004771,INV002082,27-12-2024,ACH,224892.93,SUCCESS
PAY0004772,INV002521,29-05-2024,CHEQUE,246852,
PAY0004773,INV001136,05-04-2025,CHEQUE,414661.35,FAILED
PAY0004774,INV003968,09-11-2024,WIRE,134827.25,FAILED
PAY0004775,INV001565,28-04-2024,WIRE,372406.46,SUCCESS
PAY0004776,INV002359,07-01-2025,CASH,484591.33,FAILED
PAY0004777,INV000264,06-06-2024,CASH,562237.32,FAILED
PAY0004778,INV002691,27-09-2024,CHEQUE,279931.76,SUCCESS
PAY0004779,INV001981,24-05-2024,CASH,578429.65,
PAY0004780,INV001088,06-09-2024,WIRE,102376.65,SUCCESS
PAY0004781,INV000780,29-04-2024,ACH,220074.07,
PAY0004782,INV002677,27-04-2025,CASH,225174.92,FAILED
PAY0004783,INV000128,08-07-2024,ACH,46718.78,
PAY0004784,INV002944,24-12-2025,CASH,15556.86,SUCCESS
PAY0004785,INV003707,04-06-2025,ACH,593183.53,
PAY0004786,INV001784,09-01-2026,CASH,419526.75,SUCCESS
PAY0004787,INV003794,30-12-2025,CASH,129566.25,SUCCESS
PAY0004788,INV000881,15-07-2025,ACH,282160.93,FAILED
PAY0004789,INV000394,18-01-2026,ACH,523261.56,SUCCESS
PAY0004790,INV003206,29-09-2024,ACH,379426.48,FAILED
PAY0004791,INV000291,11-04-2025,CHEQUE,52053.88,SUCCESS
PAY0004792,INV000598,27-08-2025,CASH,351071.63,SUCCESS
PAY0004793,INV002225,03-11-2025,CASH,553005.39,SUCCESS
PAY0004794,INV003204,06-08-2025,CASH,146583.35,FAILED
PAY0004795,INV003393,24-07-2024,ACH,288545.89,FAILED
PAY0004796,INV000659,02-06-2024,WIRE,323385.18,FAILED
PAY0004797,INV000197,11-09-2025,WIRE,106268.66,
PAY0004798,INV000454,20-12-2024,ACH,409198.83,SUCCESS
PAY0004799,INV001656,24-04-2024,CHEQUE,593995.73,
PAY0004800,INV001868,02-09-2024,CASH,519050.83,
PAY0004801,INV000644,03-01-2026,CHEQUE,326712.3,SUCCESS
PAY0004802,INV000544,10-11-2025,ACH,379397,FAILED
PAY0004803,INV003999,12-06-2025,CHEQUE,501742.83,
PAY0004804,INV001235,12-08-2024,CASH,432265.64,SUCCESS
PAY0004805,INV001536,22-09-2024,ACH,486535.66,SUCCESS
PAY0004806,INV000395,10-07-2024,CHEQUE,278237.96,FAILED
PAY0004807,INV002777,11-09-2025,WIRE,476485.6,SUCCESS
PAY0004808,INV003857,05-11-2024,CASH,181930.38,SUCCESS
PAY0004809,INV002108,29-07-2025,ACH,441787.56,FAILED
PAY0004810,INV002559,30-04-2024,CHEQUE,292355.17,
PAY0004811,INV003309,18-08-2025,ACH,543659.34,FAILED
PAY0004812,INV002523,22-10-2024,CHEQUE,228926.51,FAILED
PAY0004813,INV001899,11-05-2024,ACH,212118.75,SUCCESS
PAY0004814,INV003347,23-07-2024,CASH,188895.59,
PAY0004815,INV003290,04-12-2025,CHEQUE,187727.62,SUCCESS
PAY0004816,INV003479,27-11-2025,CHEQUE,592500.83,SUCCESS
PAY0004817,INV000777,20-08-2024,ACH,310150.78,
PAY0004818,INV003016,22-07-2025,ACH,191305.36,FAILED
PAY0004819,INV003704,23-08-2025,WIRE,520054.46,
PAY0004820,INV002579,10-01-2025,WIRE,249149.6,SUCCESS
PAY0004821,INV000422,12-07-2024,ACH,356191.28,
PAY0004822,INV001404,15-10-2024,WIRE,142470.94,SUCCESS
PAY0004823,INV000790,14-06-2024,CHEQUE,368730.95,FAILED
PAY0004824,INV003056,26-03-2024,WIRE,516512.86,FAILED
PAY0004825,INV000355,16-11-2025,CHEQUE,51497.44,SUCCESS
PAY0004826,INV003526,05-06-2024,CHEQUE,475855.57,
PAY0004827,INV002910,04-04-2025,CASH,108282.12,FAILED
PAY0004828,INV003739,31-03-2024,WIRE,7923.24,FAILED
PAY0004829,INV003789,04-08-2024,WIRE,115692.21,SUCCESS
PAY0004830,INV002508,12-07-2024,WIRE,55459.11,SUCCESS
PAY0004831,INV003410,21-05-2024,WIRE,466478.47,
PAY0004832,INV000732,16-04-2025,CASH,363088.57,
PAY0004833,INV001245,20-08-2024,WIRE,219729.17,
PAY0004834,INV000574,13-06-2025,CASH,139753.63,FAILED
PAY0004835,INV002467,04-01-2025,CASH,212143.22,
PAY0004836,INV002248,18-10-2024,ACH,402888.53,
PAY0004837,INV001459,30-09-2024,ACH,160161.75,FAILED
PAY0004838,INV003267,28-03-2024,CHEQUE,544700.02,SUCCESS
PAY0004839,INV003744,27-08-2024,ACH,375429.33,FAILED
PAY0004840,INV003249,21-03-2025,ACH,496554.33,FAILED
PAY0004841,INV003881,14-05-2025,ACH,123719.5,
PAY0004842,INV003050,25-06-2025,CHEQUE,271947.48,
PAY0004843,INV003455,11-08-2025,CHEQUE,42455.39,
PAY0004844,INV003012,14-12-2024,ACH,431771.67,FAILED
PAY0004845,INV003376,29-03-2024,ACH,296097.19,
PAY0004846,INV002402,20-01-2025,CHEQUE,312906.34,
PAY0004847,INV002253,15-08-2025,ACH,402856.44,SUCCESS
PAY0004848,INV003441,29-04-2024,WIRE,417426.85,SUCCESS
PAY0004849,INV000068,17-01-2025,CASH,54213.19,
PAY0004850,INV000161,14-05-2025,WIRE,586802.28,
PAY0004851,INV001420,25-08-2024,CASH,132218.62,
PAY0004852,INV000405,29-10-2025,WIRE,378573.11,FAILED
PAY0004853,INV001426,18-01-2025,CASH,576944.66,
PAY0004854,INV001139,25-11-2025,CHEQUE,372000.17,
PAY0004855,INV000708,21-02-2024,ACH,515303.27,SUCCESS
PAY0004856,INV000771,16-09-2024,WIRE,398947.52,FAILED
PAY0004857,INV003382,29-03-2024,CHEQUE,96637.77,SUCCESS
PAY0004858,INV000611,06-04-2024,ACH,52555.42,
PAY0004859,INV000161,20-07-2024,CHEQUE,344007.52,
PAY0004860,INV002218,25-12-2024,WIRE,251014.06,FAILED
PAY0004861,INV001109,28-01-2025,WIRE,243784.17,SUCCESS
PAY0004862,INV003596,03-09-2025,CASH,82128.19,
PAY0004863,INV000866,15-10-2025,CASH,257604.44,
PAY0004864,INV002951,24-12-2024,WIRE,442667.19,
PAY0004865,INV000711,11-11-2024,ACH,107870.18,
PAY0004866,INV001775,20-06-2024,ACH,312633.71,FAILED
PAY0004867,INV003326,11-03-2025,CASH,359538.97,SUCCESS
PAY0004868,INV001711,11-12-2024,WIRE,271541.74,FAILED
PAY0004869,INV001505,16-01-2026,CHEQUE,488834.18,SUCCESS
PAY0004870,INV000887,07-06-2024,WIRE,308240.41,FAILED
PAY0004871,INV002770,17-06-2025,WIRE,40597.8,SUCCESS
PAY0004872,INV000127,05-02-2025,WIRE,47216.36,
PAY0004873,INV001364,24-07-2024,WIRE,63707.76,FAILED
PAY0004874,INV003298,30-01-2024,CHEQUE,473613.57,FAILED
PAY0004875,INV003099,01-11-2025,ACH,149864.48,
PAY0004876,INV001113,14-04-2025,WIRE,563417.94,
PAY0004877,INV001586,30-07-2025,WIRE,115149.42,FAILED
PAY0004878,INV003533,18-01-2025,CHEQUE,494563.97,FAILED
PAY0004879,INV000807,27-12-2024,WIRE,264122.84,
PAY0004880,INV001885,02-08-2025,CHEQUE,260723.32,
PAY0004881,INV001716,30-09-2025,WIRE,500095.14,
PAY0004882,INV000297,08-12-2024,WIRE,468603.5,
PAY0004883,INV001207,17-01-2025,WIRE,177017.94,SUCCESS
PAY0004884,INV000295,29-01-2024,ACH,286789.2,FAILED
PAY0004885,INV002808,30-06-2024,WIRE,367645.85,FAILED
PAY0004886,INV001447,02-06-2024,WIRE,90180.63,
PAY0004887,INV003628,17-12-2025,CASH,118019.33,
PAY0004888,INV000269,03-08-2024,CASH,156433.31,FAILED
PAY0004889,INV002526,11-06-2024,CHEQUE,247431.73,FAILED
PAY0004890,INV001462,19-04-2025,CASH,284028.05,FAILED
PAY0004891,INV002729,14-11-2025,CASH,331384.88,SUCCESS
PAY0004892,INV000689,08-10-2024,WIRE,382651.01,
PAY0004893,INV003048,12-12-2024,CASH,271152.34,SUCCESS
PAY0004894,INV000840,11-02-2025,CASH,88181.71,FAILED
PAY0004895,INV003682,01-05-2024,CASH,409994.18,SUCCESS
PAY0004896,INV001850,25-04-2024,ACH,517798.77,SUCCESS
PAY0004897,INV001184,19-07-2024,CHEQUE,38055.79,FAILED
PAY0004898,INV003180,26-05-2025,CHEQUE,213254.87,
PAY0004899,INV000263,06-10-2025,CHEQUE,40661.95,
PAY0004900,INV002219,12-07-2025,ACH,263252.01,SUCCESS
PAY0004901,INV002831,02-01-2025,CHEQUE,31077.31,SUCCESS
PAY0004902,INV001255,25-04-2024,ACH,58945.23,SUCCESS
PAY0004903,INV000359,15-05-2024,ACH,131087.1,FAILED
PAY0004904,INV000561,12-03-2025,ACH,152877.4,
PAY0004905,INV000583,29-03-2024,ACH,594815.79,FAILED
PAY0004906,INV003025,30-05-2025,ACH,372857.28,SUCCESS
PAY0004907,INV003716,23-08-2024,CASH,71555.74,SUCCESS
PAY0004908,INV003902,25-12-2025,ACH,17473.45,FAILED
PAY0004909,INV000877,19-05-2024,WIRE,560415.71,FAILED
PAY0004910,INV003994,28-09-2024,ACH,134159,SUCCESS
PAY0004911,INV001167,04-12-2025,CHEQUE,160733.03,FAILED
PAY0004912,INV001140,24-02-2025,WIRE,545685.93,SUCCESS
PAY0004913,INV000811,23-03-2025,CASH,521975.7,
PAY0004914,INV002229,12-07-2025,CASH,32583.76,FAILED
PAY0004915,INV001045,25-01-2025,WIRE,26296.21,FAILED
PAY0004916,INV003038,06-07-2024,ACH,519579.5,SUCCESS
PAY0004917,INV003348,14-01-2026,CHEQUE,183113.79,SUCCESS
PAY0004918,INV000216,31-10-2025,ACH,477016.38,SUCCESS
PAY0004919,INV003424,19-10-2024,ACH,533896.44,FAILED
PAY0004920,INV000845,30-05-2025,ACH,310312.2,SUCCESS
PAY0004921,INV003177,04-11-2025,ACH,145295.17,SUCCESS
PAY0004922,INV000346,08-06-2025,CASH,427123.7,FAILED
PAY0004923,INV000704,13-06-2025,CASH,382910.05,FAILED
PAY0004924,INV001584,10-09-2024,WIRE,351295.32,SUCCESS
PAY0004925,INV001875,27-07-2024,CASH,75264.51,SUCCESS
PAY0004926,INV003881,15-03-2024,WIRE,133297.55,
PAY0004927,INV003973,24-06-2024,CHEQUE,291255,SUCCESS
PAY0004928,INV001258,30-01-2025,WIRE,108395.93,SUCCESS
PAY0004929,INV002000,21-09-2024,CHEQUE,533747.6,SUCCESS
PAY0004930,INV000038,06-01-2025,WIRE,500812.89,
PAY0004931,INV000939,16-06-2025,ACH,476393.7,
PAY0004932,INV003920,30-04-2024,CHEQUE,530392.59,SUCCESS
PAY0004933,INV001564,20-04-2024,ACH,46846.9,
PAY0004934,INV003269,09-08-2024,CASH,384833.88,SUCCESS
PAY0004935,INV001868,10-07-2025,WIRE,569189.25,
PAY0004936,INV002926,09-07-2024,CHEQUE,269958.26,SUCCESS
PAY0004937,INV002685,15-04-2024,CASH,1344.94,SUCCESS
PAY0004938,INV000880,01-10-2024,ACH,488105.02,SUCCESS
PAY0004939,INV001733,22-04-2024,ACH,206227.63,
PAY0004940,INV002570,28-09-2025,WIRE,470025.07,FAILED
PAY0004941,INV002618,31-12-2024,WIRE,81108.27,
PAY0004942,INV000416,14-02-2024,CASH,460691.14,SUCCESS
PAY0004943,INV003603,19-10-2024,WIRE,8856.49,SUCCESS
PAY0004944,INV001354,24-06-2024,ACH,520348.4,FAILED
PAY0004945,INV003936,02-11-2024,ACH,76031.55,
PAY0004946,INV001671,13-03-2025,CHEQUE,78322.94,SUCCESS
PAY0004947,INV000426,12-11-2025,WIRE,571732.39,
PAY0004948,INV002965,10-12-2025,CASH,186770.52,FAILED
PAY0004949,INV001945,28-07-2024,WIRE,115216.95,SUCCESS
PAY0004950,INV001138,18-07-2024,WIRE,311219,SUCCESS
PAY0004951,INV002457,21-10-2024,WIRE,419990.42,
PAY0004952,INV001541,12-03-2024,CASH,536082.52,FAILED
PAY0004953,INV000742,18-11-2024,CHEQUE,508519.67,FAILED
PAY0004954,INV003264,31-03-2025,WIRE,506539.43,
PAY0004955,INV002127,29-11-2024,WIRE,561258.76,
PAY0004956,INV001108,28-12-2025,CASH,314918.66,FAILED
PAY0004957,INV002046,05-01-2026,CASH,278268.53,SUCCESS
PAY0004958,INV000124,26-07-2025,WIRE,407957.25,SUCCESS
PAY0004959,INV003897,15-04-2025,ACH,391397.48,SUCCESS
PAY0004960,INV000044,23-05-2025,CASH,375968.29,SUCCESS
PAY0004961,INV001492,21-06-2025,CASH,126957.4,FAILED
PAY0004962,INV002474,17-01-2026,CHEQUE,257353.83,SUCCESS
PAY0004963,INV002269,07-06-2024,CHEQUE,337236.92,
PAY0004964,INV000344,02-03-2025,CASH,596619.44,SUCCESS
PAY0004965,INV001469,22-12-2024,ACH,473201.35,
PAY0004966,INV000377,03-04-2025,WIRE,541780.79,SUCCESS
PAY0004967,INV003283,16-08-2025,CASH,258625.44,FAILED
PAY0004968,INV003888,26-02-2025,WIRE,380146.97,SUCCESS
PAY0004969,INV003822,20-12-2024,CASH,137058.36,FAILED
PAY0004970,INV001866,18-12-2025,CASH,466782.24,
PAY0004971,INV003681,13-06-2025,ACH,41342.16,FAILED
PAY0004972,INV003635,10-09-2024,ACH,242942.95,FAILED
PAY0004973,INV001167,06-10-2024,CHEQUE,307129.85,
PAY0004974,INV001392,12-05-2024,CASH,419854.42,
PAY0004975,INV000759,02-09-2025,CHEQUE,285142.44,FAILED
PAY0004976,INV000943,21-09-2025,ACH,322015.29,FAILED
PAY0004977,INV002858,08-09-2025,ACH,575755.88,SUCCESS
PAY0004978,INV001032,19-06-2024,WIRE,454835.93,SUCCESS
PAY0004979,INV002432,02-12-2024,ACH,588187.5,
PAY0004980,INV002514,06-03-2024,WIRE,47064.95,
PAY0004981,INV001726,19-12-2025,CASH,111047.37,SUCCESS
PAY0004982,INV000396,29-03-2024,ACH,293054.05,
PAY0004983,INV001756,10-07-2024,CHEQUE,299836.61,FAILED
PAY0004984,INV003068,26-03-2025,ACH,19255.62,FAILED
PAY0004985,INV002486,13-07-2025,CASH,395447.58,SUCCESS
PAY0004986,INV002302,09-06-2025,CHEQUE,90584.83,SUCCESS
PAY0004987,INV002104,21-10-2024,ACH,237655.91,
PAY0004988,INV002415,08-08-2025,CHEQUE,403326.06,
PAY0004989,INV003898,15-07-2024,WIRE,35460.09,
PAY0004990,INV000118,31-07-2024,ACH,544466.64,SUCCESS
PAY0004991,INV000410,19-09-2024,ACH,56284.28,
PAY0004992,INV000553,16-03-2024,CHEQUE,378920.36,FAILED
PAY0004993,INV001653,06-11-2025,ACH,118730.56,SUCCESS
PAY0004994,INV002344,07-07-2024,CASH,135908.25,
PAY0004995,INV003254,29-03-2024,CHEQUE,351428.37,
PAY0004996,INV002877,29-08-2024,ACH,476668.34,
PAY0004997,INV001249,09-01-2025,WIRE,546456.96,SUCCESS
PAY0004998,INV003276,26-09-2025,ACH,465984.01,SUCCESS
PAY0004999,INV000621,12-12-2024,ACH,501315.19,
PAY0005000,INV003644,03-06-2024,WIRE,245548.23,
PAY0005001,INV003256,14-04-2025,CHEQUE,489315.24,SUCCESS
PAY0005002,INV003073,18-01-2026,CHEQUE,53954.55,FAILED
PAY0005003,INV000839,21-04-2025,ACH,219003.42,SUCCESS
PAY0005004,INV000006,08-05-2025,ACH,364629.45,FAILED
PAY0005005,INV003390,28-01-2025,ACH,440290.82,
PAY0005006,INV000276,19-04-2024,ACH,519947.53,SUCCESS
PAY0005007,INV002678,23-11-2025,WIRE,121992,FAILED
PAY0005008,INV000613,14-08-2024,ACH,325206.77,
PAY0005009,INV001371,17-04-2025,WIRE,331556.14,
PAY0005010,INV000670,06-01-2026,CHEQUE,133982.99,FAILED
PAY0005011,INV003799,16-04-2024,CASH,202892.74,
PAY0005012,INV002353,29-05-2025,CHEQUE,421261.71,FAILED
PAY0005013,INV001677,02-07-2024,CHEQUE,476295.87,FAILED
PAY0005014,INV001478,21-04-2025,CASH,355496.63,
PAY0005015,INV000029,14-11-2025,ACH,541147.85,FAILED
PAY0005016,INV003487,30-03-2025,CHEQUE,167148.05,SUCCESS
PAY0005017,INV000511,16-07-2024,CHEQUE,286289.45,SUCCESS
PAY0005018,INV001232,21-02-2025,CASH,354511.47,FAILED
PAY0005019,INV001717,18-11-2024,CHEQUE,381134.88,SUCCESS
PAY0005020,INV001945,24-06-2024,ACH,117532.64,
PAY0005021,INV002528,06-05-2024,CASH,31916.9,SUCCESS
PAY0005022,INV000708,25-12-2025,WIRE,388286,SUCCESS
PAY0005023,INV003255,30-09-2024,WIRE,91369.93,FAILED
PAY0005024,INV002946,17-10-2025,WIRE,161676,SUCCESS
PAY0005025,INV001941,14-04-2025,CASH,457405.67,SUCCESS
PAY0005026,INV003877,08-02-2024,CHEQUE,119309.76,FAILED
PAY0005027,INV003836,02-03-2024,ACH,149529.13,SUCCESS
PAY0005028,INV002661,31-08-2025,CASH,183842.75,SUCCESS
PAY0005029,INV002513,04-10-2024,CASH,329594.1,FAILED
PAY0005030,INV001687,29-09-2025,WIRE,560103.79,
PAY0005031,INV003983,07-01-2026,WIRE,393746.94,FAILED
PAY0005032,INV000595,28-03-2025,WIRE,392453.24,
PAY0005033,INV003312,01-04-2025,CASH,150862.79,SUCCESS
PAY0005034,INV001919,30-12-2025,CHEQUE,408680.77,
PAY0005035,INV001886,06-07-2024,CASH,293962.24,FAILED
PAY0005036,INV003885,26-11-2025,ACH,218791.71,SUCCESS
PAY0005037,INV002867,21-04-2024,WIRE,259085.08,
PAY0005038,INV002062,01-08-2025,CASH,335049.83,SUCCESS
PAY0005039,INV000276,10-12-2024,CASH,526370.73,FAILED
PAY0005040,INV001065,20-06-2025,CASH,515206.03,FAILED
PAY0005041,INV001397,23-06-2025,ACH,529603.44,FAILED
PAY0005042,INV000605,17-12-2024,CASH,367627.04,SUCCESS
PAY0005043,INV001766,11-01-2026,CASH,514038.47,
PAY0005044,INV002441,14-12-2025,CHEQUE,209978.06,FAILED
PAY0005045,INV003216,07-10-2024,CHEQUE,34851.4,SUCCESS
PAY0005046,INV002257,28-10-2024,ACH,529353.47,SUCCESS
PAY0005047,INV001193,15-01-2025,CASH,198866.06,FAILED
PAY0005048,INV003866,29-11-2024,CASH,480648.77,
PAY0005049,INV002777,13-10-2024,WIRE,96826.79,
PAY0005050,INV001257,30-06-2024,CASH,59593.05,FAILED
PAY0005051,INV003325,23-08-2024,CHEQUE,189478.65,FAILED
PAY0005052,INV003502,04-03-2025,WIRE,517447.67,
PAY0005053,INV001994,05-11-2025,CHEQUE,190179.33,
PAY0005054,INV001508,30-08-2024,ACH,592341.03,
PAY0005055,INV003714,07-10-2024,ACH,55112.2,FAILED
PAY0005056,INV001804,15-10-2025,WIRE,355002.12,FAILED
PAY0005057,INV002616,13-07-2024,CASH,183226.81,SUCCESS
PAY0005058,INV002890,07-01-2026,CHEQUE,582537.49,FAILED
PAY0005059,INV000755,28-11-2025,ACH,596759.33,
PAY0005060,INV001343,14-11-2025,CHEQUE,164738.7,FAILED
PAY0005061,INV000903,16-05-2025,CASH,464000.81,FAILED
PAY0005062,INV003953,20-06-2025,CHEQUE,349480.62,FAILED
PAY0005063,INV001253,22-04-2025,CASH,346717.64,
PAY0005064,INV002281,25-12-2025,CASH,445711.08,
PAY0005065,INV001760,29-01-2025,ACH,307618.45,
PAY0005066,INV003856,21-04-2025,CHEQUE,503865.04,SUCCESS
PAY0005067,INV001758,27-09-2024,CASH,71575.88,FAILED
PAY0005068,INV001793,16-09-2025,CASH,446788.14,SUCCESS
PAY0005069,INV003653,24-01-2025,CHEQUE,333561.34,FAILED
PAY0005070,INV003101,10-05-2024,ACH,430009.05,FAILED
PAY0005071,INV002978,26-07-2024,WIRE,481701.04,
PAY0005072,INV001724,11-10-2025,ACH,428325,FAILED
PAY0005073,INV001919,08-02-2024,CASH,488235.82,
PAY0005074,INV000218,23-12-2025,ACH,426238.61,FAILED
PAY0005075,INV003276,29-12-2025,CASH,228680.32,SUCCESS
PAY0005076,INV001873,02-05-2024,CASH,103569.6,
PAY0005077,INV002610,05-12-2025,WIRE,99028.97,
PAY0005078,INV003507,15-12-2025,WIRE,370215.58,
PAY0005079,INV000186,10-06-2025,ACH,28924.4,SUCCESS
PAY0005080,INV003262,24-05-2024,CHEQUE,189098.94,SUCCESS
PAY0005081,INV003374,05-11-2024,CASH,80394.09,FAILED
PAY0005082,INV003473,30-08-2025,CHEQUE,-936.3,SUCCESS
PAY0005083,INV002529,31-08-2025,WIRE,136017.96,SUCCESS
PAY0005084,INV003594,28-07-2024,ACH,181249.16,SUCCESS
PAY0005085,INV001240,15-10-2024,ACH,488004.81,SUCCESS
PAY0005086,INV000219,17-07-2024,CHEQUE,239429.92,
PAY0005087,INV001709,23-10-2024,WIRE,190580.53,
PAY0005088,INV000254,19-03-2024,ACH,485768.99,SUCCESS
PAY0005089,INV000119,30-06-2025,CASH,278670.1,
PAY0005090,INV000708,11-02-2025,CHEQUE,235048.32,
PAY0005091,INV003696,04-11-2025,CHEQUE,557366.93,FAILED
PAY0005092,INV001568,24-11-2024,CHEQUE,495206.18,SUCCESS
PAY0005093,INV001603,31-12-2024,WIRE,566034.1,
PAY0005094,INV002181,11-03-2025,WIRE,559262.74,FAILED
PAY0005095,INV003311,31-07-2025,CHEQUE,589248.51,FAILED
PAY0005096,INV002879,29-05-2024,WIRE,578656.18,
PAY0005097,INV003298,15-01-2026,WIRE,569969,SUCCESS
PAY0005098,INV002070,16-11-2024,WIRE,503221.69,FAILED
PAY0005099,INV003969,05-12-2024,CASH,359525.74,FAILED
PAY0005100,INV002379,01-09-2024,WIRE,212353.89,FAILED
PAY0005101,INV002132,22-09-2024,CHEQUE,309742.25,
PAY0005102,INV002078,18-12-2024,ACH,535588.29,
PAY0005103,INV003462,18-02-2024,WIRE,532955.57,
PAY0005104,INV000235,07-01-2026,ACH,571188.45,SUCCESS
PAY0005105,INV001340,12-05-2025,WIRE,386021.45,FAILED
PAY0005106,INV000435,18-03-2024,CASH,308141.55,FAILED
PAY0005107,INV000153,29-11-2025,CASH,209333.99,FAILED
PAY0005108,INV000777,04-03-2025,WIRE,136972.08,
PAY0005109,INV001392,25-01-2024,WIRE,196669.38,SUCCESS
PAY0005110,INV002312,22-05-2025,CASH,158209.59,SUCCESS
PAY0005111,INV002132,20-02-2024,CASH,246102.17,FAILED
PAY0005112,INV000479,20-04-2024,WIRE,103398.36,SUCCESS
PAY0005113,INV003471,29-12-2024,CASH,335847.96,
PAY0005114,INV003202,29-10-2024,CASH,317753.39,SUCCESS
PAY0005115,INV002242,04-06-2024,CASH,13973.64,
PAY0005116,INV002387,04-07-2025,CHEQUE,294282.53,SUCCESS
PAY0005117,INV001406,29-11-2024,ACH,355718.91,
PAY0005118,INV002025,02-10-2024,CASH,210617.87,SUCCESS
PAY0005119,INV002209,11-09-2025,CASH,137278.82,
PAY0005120,INV000590,27-01-2025,CASH,273697.64,FAILED
PAY0005121,INV002418,07-09-2025,CHEQUE,477367.56,SUCCESS
PAY0005122,INV000509,07-12-2024,WIRE,98559.3,
PAY0005123,INV000189,23-12-2024,CASH,485800.19,
PAY0005124,INV000024,18-04-2024,CHEQUE,146559.86,FAILED
PAY0005125,INV002172,07-08-2025,CHEQUE,295674.61,FAILED
PAY0005126,INV000478,08-11-2024,WIRE,309359.43,SUCCESS
PAY0005127,INV001338,16-06-2024,CASH,149449.71,SUCCESS
PAY0005128,INV000297,29-05-2024,CASH,524088.92,FAILED
PAY0005129,INV000725,16-03-2025,WIRE,369404.76,FAILED
PAY0005130,INV000994,13-09-2025,CHEQUE,238206.82,
PAY0005131,INV000324,28-08-2024,WIRE,405474.16,
PAY0005132,INV003429,15-03-2025,CASH,190958.77,
PAY0005133,INV002135,23-01-2025,CASH,13508.63,
PAY0005134,INV003207,10-04-2025,CASH,560935.28,
PAY0005135,INV003301,30-11-2024,WIRE,99064.13,SUCCESS
PAY0005136,INV001313,07-02-2025,CASH,427605.21,
PAY0005137,INV003773,29-11-2024,ACH,521407.52,
PAY0005138,INV000572,25-01-2024,CHEQUE,304757.26,FAILED
PAY0005139,INV003232,29-02-2024,CHEQUE,51525.38,SUCCESS
PAY0005140,INV001616,13-06-2025,WIRE,518815.21,
PAY0005141,INV001173,16-03-2025,WIRE,521815.75,
PAY0005142,INV000870,29-07-2025,CHEQUE,48219.05,
PAY0005143,INV001436,21-05-2024,CASH,132317.16,SUCCESS
PAY0005144,INV002534,10-01-2025,CASH,174818.98,FAILED
PAY0005145,INV000544,24-02-2024,CHEQUE,311700.11,FAILED
PAY0005146,INV002217,26-03-2024,ACH,539751.55,SUCCESS
PAY0005147,INV000332,06-09-2025,CHEQUE,221793.58,FAILED
PAY0005148,INV001269,26-08-2025,CHEQUE,139246.99,FAILED
PAY0005149,INV002886,05-04-2024,CHEQUE,243976.75,SUCCESS
PAY0005150,INV003870,12-03-2025,CHEQUE,6704.58,SUCCESS
PAY0005151,INV002118,04-11-2024,CHEQUE,359587.88,
PAY0005152,INV003917,22-08-2024,CASH,545501.94,FAILED
PAY0005153,INV001722,30-05-2024,CHEQUE,312067.28,SUCCESS
PAY0005154,INV002875,20-06-2024,CHEQUE,544475.17,SUCCESS
PAY0005155,INV003815,04-01-2025,ACH,325900.3,SUCCESS
PAY0005156,INV001235,28-12-2025,CASH,175098.91,SUCCESS
PAY0005157,INV000583,03-11-2025,ACH,246773.7,SUCCESS
PAY0005158,INV003861,20-05-2025,ACH,187315.83,
PAY0005159,INV001356,03-03-2024,CHEQUE,49492.63,FAILED
PAY0005160,INV002898,30-10-2024,WIRE,225095.57,
PAY0005161,INV003865,29-01-2024,CHEQUE,451053.18,SUCCESS
PAY0005162,INV000057,07-01-2026,WIRE,233649.06,
PAY0005163,INV001167,30-11-2024,CASH,418154.5,SUCCESS
PAY0005164,INV002347,28-09-2024,WIRE,571544.81,SUCCESS
PAY0005165,INV000144,12-07-2024,WIRE,39212.89,SUCCESS
PAY0005166,INV003487,13-11-2025,CASH,411527.13,
PAY0005167,INV003601,04-07-2025,ACH,497179.82,SUCCESS
PAY0005168,INV003567,15-02-2024,WIRE,441025.21,FAILED
PAY0005169,INV003027,29-05-2024,CASH,167750.87,
PAY0005170,INV002899,26-10-2024,WIRE,390738.84,
PAY0005171,INV000949,13-09-2024,CASH,4778.47,
PAY0005172,INV003899,11-04-2025,CASH,446699.64,SUCCESS
PAY0005173,INV003922,08-03-2025,CHEQUE,366583.51,SUCCESS
PAY0005174,INV000387,05-07-2025,WIRE,511581.28,FAILED
PAY0005175,INV001691,08-01-2025,WIRE,393416.09,SUCCESS
PAY0005176,INV002444,27-04-2025,CASH,416143.46,SUCCESS
PAY0005177,INV001488,09-09-2025,CHEQUE,290126.99,SUCCESS
PAY0005178,INV001805,16-11-2024,ACH,217848.85,
PAY0005179,INV003277,01-04-2025,CHEQUE,162576.27,SUCCESS
PAY0005180,INV002728,26-09-2025,CHEQUE,58171.32,SUCCESS
