po_id,supplier_id,po_date,currency,po_status,total_po_amount
PO001397,S00032,29-03-2025,,CREATED,208112.3
PO001398,S00165,18-03-2024,,CREATED,130263.68
PO001399,S00338,03-11-2024,GBP,CANCELLED,54055.07
PO001400,S00324,30-12-2025,EUR,CANCELLED,347244.79
PO001401,S00011,24-01-2025,INR,CLOSED,361735.61
PO001402,S00246,27-01-2024,EUR,CANCELLED,112212.07
PO001403,S00115,14-07-2024,,CLOSED,460476.48
PO001404,S00443,26-03-2025,GBP,APPROVED,441002.56
PO001405,S00377,25-11-2025,GBP,CANCELLED,415705.78
PO001406,S00351,12-09-2025,EUR,CANCELLED,398876.3
PO001407,S00439,14-01-2025,INR,APPROVED,137640.89
PO001408,S00390,12-10-2024,USD,CANCELLED,60193.76
PO001409,S00104,08-03-2024,INR,CANCELLED,45956.38
PO001410,S00217,19-12-2024,GBP,CLOSED,113533.05
PO001411,S00291,08-12-2024,USD,CREATED,176187.31
PO001412,S00136,29-08-2024,EUR,APPROVED,83230.97
PO001413,S00447,23-09-2024,,CREATED,402441.85
PO001414,S00176,11-03-2024,GBP,CREATED,306869.28
PO001415,S00063,31-08-2025,,APPROVED,240614.48
PO001416,S00178,10-07-2025,EUR,CREATED,383897.92
PO001417,S00291,10-12-2025,EUR,APPROVED,425971.11
PO001418,S00454,08-02-2024,,CREATED,351734.48
PO001419,S00481,14-10-2025,GBP,CANCELLED,481136.79
PO001420,S00393,25-02-2024,USD,CREATED,389734.46
PO001421,S00318,16-04-2025,USD,CREATED,251189.39
PO001422,S00087,12-04-2025,USD,APPROVED,455047.81
PO001423,S00082,10-11-2025,EUR,CANCELLED,379792.17
PO001424,S00261,08-09-2025,USD,APPROVED,321781.95
PO001425,S00175,17-05-2024,INR,CREATED,423540.52
PO001426,S00229,19-01-2025,GBP,CREATED,118884.61
PO001427,S00421,11-06-2025,GBP,CLOSED,139812.94
PO001428,S00089,05-12-2024,USD,CLOSED,183080.36
PO001429,S00393,23-11-2024,GBP,CLOSED,312867.4
PO001430,S00128,02-02-2025,INR,CANCELLED,392543.95
PO001431,S00072,08-03-2024,GBP,CANCELLED,458600.13
PO001432,S00466,06-08-2024,GBP,CLOSED,471588.83
PO001433,S00231,19-09-2025,INR,CREATED,357401
PO001434,S00270,11-10-2025,USD,CREATED,165843.33
PO001435,S00209,11-04-2024,INR,CANCELLED,26041.51
PO001436,S00395,25-04-2024,USD,APPROVED,450768.12
PO001437,S00030,12-03-2025,,CLOSED,206749.18
PO001438,S00460,12-05-2025,,CLOSED,359383.28
PO001439,S00164,22-06-2024,EUR,CREATED,412636.8
PO001440,S00467,23-03-2024,,APPROVED,348649.01
PO001441,S00233,15-09-2024,INR,CANCELLED,347222.84
PO001442,S00461,29-11-2024,GBP,APPROVED,439892.21
PO001443,S00044,27-09-2024,USD,CLOSED,191946.74
PO001444,S00375,25-05-2024,INR,CLOSED,102935.93
PO001445,S00267,01-07-2025,,CLOSED,258274.61
PO001446,S00394,09-06-2025,INR,CREATED,9085.07
PO001447,S00414,31-12-2025,,CLOSED,116876.59
PO001448,S00403,29-06-2024,EUR,CANCELLED,493412.12
PO001449,S00057,08-07-2025,USD,CLOSED,126177.01
PO001450,S00265,23-01-2025,EUR,CREATED,19105.1
PO001451,S00340,11-11-2024,USD,CANCELLED,145470.36
PO001452,S00384,06-04-2024,USD,CANCELLED,166185.05
PO001453,S00123,22-03-2024,,APPROVED,171920.25
PO001454,S00149,01-07-2025,,APPROVED,355747.24
PO001455,S00272,01-03-2024,INR,CREATED,160562.72
PO001456,S00304,21-06-2025,INR,CLOSED,224426.34
PO001457,S00077,18-05-2024,GBP,CANCELLED,36383.32
PO001458,S00032,12-01-2026,GBP,APPROVED,235507.8
PO001459,S00233,13-06-2025,USD,CLOSED,336795.33
PO001460,S00210,25-09-2024,,CANCELLED,435367.47
PO001461,S00305,12-10-2025,GBP,CANCELLED,498238.45
PO001462,S00359,18-11-2024,GBP,CANCELLED,411024.97
PO001463,S00075,08-11-2024,,APPROVED,239806.02
PO001464,S00239,31-07-2024,INR,CREATED,345707.71
PO001465,S00238,01-07-2025,GBP,CREATED,371980.63
PO001466,S00490,04-09-2024,,CLOSED,460457.16
PO001467,S00062,08-07-2025,,CANCELLED,50719.76
PO001468,S00193,01-12-2025,,CLOSED,15342.48
PO001469,S00080,10-10-2024,USD,CLOSED,148986.92
PO001470,S00195,25-11-2024,EUR,CLOSED,240392.4
PO001471,S00412,18-07-2024,INR,APPROVED,390815.21
PO001472,S00220,14-05-2025,USD,CLOSED,443973.89
PO001473,S00112,25-02-2024,INR,CANCELLED,-3946.69
PO001474,S00286,27-01-2025,EUR,CREATED,434565.4
PO001475,S00218,02-01-2025,GBP,CLOSED,280710.81
PO001476,S00467,22-07-2024,EUR,CANCELLED,234989.91
PO001477,S00375,26-10-2024,,APPROVED,379785.37
PO001478,S00264,08-03-2024,GBP,CANCELLED,331946.48
PO001479,S00078,14-08-2024,EUR,CREATED,398904.87
PO001480,S00347,05-07-2025,,CANCELLED,190553.74
PO001481,S00467,09-05-2025,GBP,CLOSED,268202.2
PO001482,S00498,07-03-2024,GBP,CLOSED,321187.85
PO001483,S00450,22-10-2025,INR,CREATED,283857.37
PO001484,S00414,28-03-2025,EUR,CREATED,320176.67
PO001485,S00044,15-06-2025,INR,CREATED,478432.87
PO001486,S00273,07-11-2025,INR,CANCELLED,248832.59
PO001487,S00010,09-12-2025,USD,APPROVED,481000.27
PO001488,S00144,11-05-2024,INR,APPROVED,413993.73
PO001489,S00436,12-12-2025,,CANCELLED,37747.21
PO001490,S00279,27-05-2025,,CLOSED,197907.92
PO001491,S00024,02-01-2026,GBP,CREATED,166678.06
PO001492,S00094,14-10-2025,GBP,CREATED,429122.45
PO001493,S00166,22-03-2024,GBP,CLOSED,40967.67
PO001494,S00051,20-07-2025,,APPROVED,139102.62
PO001495,S00095,11-01-2025,EUR,CREATED,72884.82
PO001496,S00494,29-10-2025,GBP,APPROVED,24751.44
PO001497,S00500,28-07-2024,EUR,APPROVED,8721.45
PO001498,S00030,07-11-2025,EUR,CANCELLED,44865.83
PO001499,S00074,14-05-2025,GBP,CLOSED,125256.82
PO001500,S00489,15-05-2025,USD,CREATED,97292.53
PO001501,S00392,07-09-2025,,APPROVED,243954.62
PO001502,S00392,11-03-2025,,CANCELLED,474425.31
PO001503,S00141,21-10-2024,USD,CLOSED,229735.88
PO001504,S00212,22-09-2025,USD,CANCELLED,9597.75
PO001505,S00331,21-04-2025,INR,CREATED,130925.67
PO001506,INVALID_SUP,25-03-2025,,CREATED,119389.63
PO001507,S00290,17-12-2024,INR,CLOSED,281964.05
PO001508,S00233,25-06-2025,USD,APPROVED,390355.2
PO001509,S00074,08-01-2025,EUR,APPROVED,389921.95
PO001510,S00281,14-04-2025,GBP,CANCELLED,16105
PO001511,S00423,04-08-2024,GBP,CLOSED,324794.72
PO001512,S00087,06-07-2024,USD,CREATED,466420.94
PO001513,S00252,23-07-2025,EUR,CLOSED,418941.3
PO001514,S00198,18-07-2024,EUR,APPROVED,290505.38
PO001515,S00267,22-02-2025,EUR,CREATED,76515.23
PO001516,S00279,08-05-2024,,CREATED,146822.37
PO001517,S00206,28-04-2024,USD,APPROVED,361162.26
PO001518,S00147,04-05-2025,GBP,APPROVED,303274.88
PO001519,S00498,15-04-2025,EUR,CLOSED,315760.79
PO001520,S00392,11-06-2025,GBP,CLOSED,119193.78
PO001521,S00168,25-09-2025,EUR,APPROVED,227198.67
PO001522,S00312,16-02-2025,EUR,CREATED,456579.21
PO001523,S00070,26-01-2024,USD,CANCELLED,-2838.98
PO001524,S00005,11-11-2024,INR,CANCELLED,275674.28
PO001525,S00363,25-01-2024,GBP,CANCELLED,266756.38
PO001526,S00410,04-07-2024,USD,CREATED,445748.96
PO001527,S00424,06-02-2024,GBP,CREATED,173262.34
PO001528,S00423,20-05-2025,GBP,CLOSED,190309.27
PO001529,S00436,21-10-2025,USD,CREATED,228659.73
PO001530,S00486,05-10-2025,INR,CANCELLED,-271.53
PO001531,S00387,04-09-2024,USD,CLOSED,338679.95
PO001532,S00370,30-07-2024,EUR,APPROVED,40433.09
PO001533,S00320,01-08-2024,EUR,APPROVED,113300.26
PO001534,S00258,06-07-2024,EUR,CREATED,136781.96
PO001535,S00470,18-11-2025,,APPROVED,-1396.62
PO001536,S00427,26-06-2025,GBP,CREATED,434307.7
PO001537,S00297,19-11-2025,,CANCELLED,81090.93
PO001538,S00101,24-06-2024,,APPROVED,28007.12
PO001539,S00067,28-10-2024,USD,APPROVED,126110.36
PO001540,S00297,09-12-2024,INR,CLOSED,91885.03
PO001541,S00354,20-10-2025,USD,CLOSED,338743.58
PO001542,S00459,02-01-2026,GBP,CREATED,468634.64
PO001543,S00335,24-04-2025,USD,CLOSED,213436.83
PO001544,S00212,18-12-2024,EUR,CREATED,338487.61
PO001545,S00244,25-09-2024,GBP,CLOSED,256214.74
PO001546,S00023,27-09-2024,INR,CREATED,135356.18
PO001547,S00220,15-03-2024,,CANCELLED,154702.19
PO001548,S00204,08-05-2024,INR,CLOSED,36313.5
PO001549,S00298,02-09-2024,USD,APPROVED,488938.28
PO001550,S00221,23-10-2025,USD,APPROVED,94422.79
PO001551,S00172,04-11-2024,EUR,CREATED,311127.32
PO001552,S00050,08-07-2024,USD,CANCELLED,213134.22
PO001553,S00013,17-11-2025,,CLOSED,419456.33
PO001554,S00129,14-08-2024,USD,CANCELLED,115371.4
PO001555,S00178,24-08-2025,USD,CLOSED,257435.9
PO001556,S00124,04-09-2025,USD,CANCELLED,380869.78
PO001557,S00327,19-12-2025,GBP,CREATED,38195.02
PO001558,S00032,17-10-2025,USD,CANCELLED,153206.11
PO001559,S00441,02-07-2025,USD,APPROVED,26311.13
PO001560,S00417,01-07-2024,GBP,CREATED,147242.89
PO001561,S00327,06-08-2025,GBP,CREATED,46422.93
PO001562,S00029,29-12-2024,,CREATED,143932.97
PO001563,S00199,22-02-2025,GBP,CREATED,306737.5
PO001564,S00215,04-10-2024,INR,CREATED,223972.68
PO001565,S00243,15-05-2024,GBP,CREATED,166506.32
PO001566,S00487,17-06-2025,USD,CANCELLED,256192.51
PO001567,S00306,20-04-2025,INR,CREATED,46858.28
PO001568,S00310,22-10-2025,USD,APPROVED,451706.85
PO001569,S00066,25-07-2024,,CLOSED,174472.56
PO001570,S00252,21-06-2024,,CANCELLED,88891.32
PO001571,S00072,21-07-2025,USD,CREATED,59478.78
PO001572,S00305,14-03-2024,GBP,CLOSED,152150.06
PO001573,S00460,16-06-2025,,APPROVED,69441.58
PO001574,S00162,07-08-2025,,CLOSED,141987.29
PO001575,S00005,12-05-2024,,APPROVED,23945.41
PO001576,S00265,23-06-2025,,CREATED,208140.88
PO001577,S00102,03-01-2025,INR,APPROVED,391558.22
PO001578,S00178,19-07-2025,INR,CANCELLED,345864.7
PO001579,S00245,23-04-2025,,CLOSED,425264.38
PO001580,S00295,20-11-2025,EUR,CLOSED,206441.12
PO001581,S00085,24-09-2025,USD,CANCELLED,437433.27
PO001582,S00473,16-04-2024,USD,CANCELLED,105799.97
PO001583,S00002,29-03-2024,INR,APPROVED,230601.06
PO001584,S00111,30-03-2024,INR,CANCELLED,365966.02
PO001585,S00494,06-08-2024,EUR,CANCELLED,98684.76
PO001586,S00096,04-12-2025,USD,CLOSED,-4.49
PO001587,S00187,22-12-2025,USD,CREATED,66913
PO001588,S00230,07-04-2024,INR,CLOSED,17171.94
PO001589,S00016,14-10-2024,INR,APPROVED,138470.95
PO001590,S00115,12-11-2024,EUR,APPROVED,166607.83
PO001591,S00289,17-09-2025,INR,APPROVED,93973.72
PO001592,S00092,01-07-2025,EUR,CREATED,5601.85
PO001593,S00353,04-07-2025,INR,CANCELLED,325708.94
PO001594,S00460,10-04-2025,USD,CLOSED,467737.62
PO001595,S00160,28-06-2025,GBP,APPROVED,181668.53
PO001596,S00194,17-03-2024,INR,CANCELLED,438585.86
PO001597,S00034,16-05-2024,USD,APPROVED,440775.18
PO001598,S00068,01-02-2025,INR,APPROVED,263940.13
PO001599,S00362,29-12-2025,EUR,CLOSED,297772.33
PO001600,S00332,10-09-2024,INR,CREATED,380356.6
PO001601,S00306,07-04-2024,INR,CLOSED,393741.83
PO001602,S00171,31-07-2024,INR,CREATED,312876.87
PO001603,S00147,11-04-2025,INR,CANCELLED,100664.97
PO001604,S00042,22-08-2025,GBP,CREATED,79553.94
PO001605,S00202,01-07-2025,,CLOSED,246786.83
PO001606,S00243,15-12-2024,INR,CLOSED,354805.87
PO001607,S00275,14-08-2024,GBP,CANCELLED,234247.87
PO001608,S00303,09-04-2025,GBP,CREATED,99635.8
PO001609,S00465,16-11-2025,INR,CANCELLED,430899.97
PO001610,S00206,10-07-2025,INR,CLOSED,209636.54
PO001611,S00197,06-12-2024,,APPROVED,467426.95
PO001612,S00195,06-12-2025,EUR,CREATED,62836.81
PO001613,S00044,12-04-2024,EUR,CANCELLED,257004.46
PO001614,S00120,27-09-2024,,CREATED,229952.82
PO001615,S00324,04-12-2024,EUR,CANCELLED,222831.36
PO001616,S00226,04-05-2024,GBP,CLOSED,401274.75
PO001617,S00166,11-07-2025,EUR,CANCELLED,7482.69
PO001618,S00231,18-07-2025,INR,CLOSED,320904.2
PO001619,S00187,13-02-2025,USD,CLOSED,420514.71
PO001620,S00268,16-10-2024,,CREATED,391866.01
PO001621,S00481,03-12-2024,INR,CREATED,54886.88
PO001622,S00188,28-03-2025,USD,APPROVED,163547.71
PO001623,S00352,08-06-2025,EUR,CLOSED,147871.37
PO001624,S00424,14-06-2025,EUR,APPROVED,351349.53
PO001625,S00072,14-09-2025,,CLOSED,-690.39
PO001626,S00157,12-10-2025,EUR,CLOSED,390479.77
PO001627,S00210,04-06-2024,GBP,CREATED,233362.02
PO001628,S00268,29-08-2024,INR,CANCELLED,109927.14
PO001629,S00377,26-05-2024,INR,CANCELLED,113030.21
PO001630,S00306,21-06-2025,,CANCELLED,359867.73
PO001631,S00242,18-09-2024,EUR,CREATED,153102.79
PO001632,S00098,29-09-2024,GBP,CANCELLED,100840.3
PO001633,S00235,26-09-2024,,CREATED,184223.58
PO001634,S00301,28-05-2024,INR,CLOSED,471393.77
PO001635,S00005,03-07-2025,GBP,CLOSED,166610.23
PO001636,S00219,25-11-2024,GBP,CANCELLED,380235
PO001637,S00360,16-03-2024,,CLOSED,159670.15
PO001638,S00012,08-02-2025,,CREATED,460682.82
PO001639,S00080,01-11-2024,EUR,CANCELLED,489986.92
PO001640,S00106,24-10-2024,GBP,CREATED,264917.74
PO001641,S00098,30-03-2024,GBP,CREATED,161064.89
PO001642,S00500,13-08-2025,GBP,CLOSED,42086.96
PO001643,S00054,13-01-2026,,APPROVED,11189.87
PO001644,S00359,31-12-2024,,CANCELLED,8553.45
PO001645,S00103,17-06-2025,USD,CANCELLED,138327.9
PO001646,S00122,02-07-2024,EUR,CREATED,224605.16
PO001647,S00192,25-07-2025,,CREATED,81771.99
PO001648,S00447,05-09-2024,GBP,CANCELLED,74302.9
PO001649,S00057,20-07-2025,INR,CANCELLED,236516.83
PO001650,S00036,19-03-2024,GBP,APPROVED,60615.8
PO001651,S00107,09-01-2025,EUR,CANCELLED,408037.53
PO001652,S00347,22-05-2024,GBP,APPROVED,299873.27
PO001653,S00487,07-01-2026,EUR,APPROVED,248749.89
PO001654,S00357,07-11-2025,GBP,CLOSED,96859.88
PO001655,S00075,17-03-2025,GBP,CREATED,411414.23
PO001656,S00315,20-11-2025,INR,CLOSED,454702.78
PO001657,S00457,11-05-2025,GBP,CANCELLED,228661.2
PO001658,S00021,18-01-2025,USD,CLOSED,321381.06
PO001659,S00477,03-08-2024,GBP,CLOSED,348659.85
PO001660,S00371,24-09-2025,EUR,CANCELLED,304578.89
PO001661,S00421,03-12-2024,INR,CANCELLED,120813.08
PO001662,S00467,21-03-2024,,CANCELLED,226203.22
PO001663,S00473,16-08-2025,INR,CREATED,193743.42
PO001664,S00491,20-12-2024,USD,APPROVED,442198.62
PO001665,S00082,03-05-2024,EUR,CLOSED,331661.75
PO001666,S00035,18-06-2025,INR,CANCELLED,202695.47
PO001667,S00397,13-01-2025,,CREATED,497634.77
PO001668,S00040,25-09-2025,USD,CLOSED,202098.51
PO001669,S00086,17-08-2025,EUR,APPROVED,250562.61
PO001670,S00242,27-05-2024,USD,CREATED,317627.64
PO001671,S00352,30-08-2025,GBP,CANCELLED,168547.15
PO001672,S00208,03-06-2024,INR,CANCELLED,14076.2
PO001673,S00131,04-07-2024,USD,APPROVED,160190.73
PO001674,S00390,08-02-2024,GBP,CANCELLED,227985.28
PO001675,S00043,10-06-2024,,APPROVED,355358.68
PO001676,S00229,25-04-2024,INR,CANCELLED,409315.48
PO001677,S00437,09-12-2024,INR,APPROVED,418440.4
PO001678,S00316,23-05-2024,USD,APPROVED,143543.05
PO001679,S00279,20-03-2025,GBP,APPROVED,34180.58
PO001680,S00397,18-01-2026,USD,CLOSED,72515.72
PO001681,S00187,18-09-2024,INR,APPROVED,355778.2
PO001682,S00464,24-12-2024,,APPROVED,218239.36
PO001683,S00025,17-05-2025,,CREATED,192262.29
PO001684,S00161,18-08-2025,GBP,CREATED,297093.7
PO001685,S00025,23-04-2025,GBP,APPROVED,464054.38
PO001686,S00195,18-08-2025,INR,APPROVED,41150.15
PO001687,S00220,22-01-2026,USD,CREATED,165243.9
PO001688,S00100,23-01-2025,USD,APPROVED,479166.35
PO001689,S00050,08-02-2025,INR,APPROVED,17226.32
PO001690,S00268,20-10-2024,USD,CLOSED,157953.19
PO001691,S00327,04-02-2025,INR,APPROVED,466835.32
PO001692,S00206,07-01-2026,GBP,CREATED,112366.11
PO001693,S00055,20-08-2024,EUR,CLOSED,82678.89
PO001694,S00209,14-04-2025,EUR,CREATED,191539.26
PO001695,S00239,01-10-2024,INR,CREATED,327270.66
PO001696,S00146,26-03-2024,,CLOSED,17189.17
PO001697,S00460,23-01-2025,INR,CANCELLED,147274.8
PO001698,S00312,23-01-2026,GBP,CREATED,354828.21
PO001699,S00412,09-07-2025,,APPROVED,122229.78
PO001700,S00049,15-12-2025,,CLOSED,490615.03
PO001701,S00363,18-03-2025,GBP,APPROVED,162683.51
PO001702,S00332,18-03-2024,EUR,CANCELLED,29094.31
PO001703,S00010,27-02-2025,,CANCELLED,188097.56
PO001704,S00334,08-11-2024,INR,CREATED,112465.98
PO001705,S00321,22-03-2024,USD,CLOSED,114380.14
PO001706,S00224,18-09-2024,INR,CREATED,25261.12
PO001707,S00195,30-11-2024,GBP,CLOSED,97015.95
PO001708,S00196,31-03-2025,INR,CREATED,115222.3
PO001709,S00378,03-04-2025,,CANCELLED,368324.1
PO001710,S00172,10-09-2024,INR,CLOSED,155357.02
PO001711,S00409,04-12-2025,USD,CANCELLED,322263.44
PO001712,S00151,12-05-2024,USD,APPROVED,422702.1
PO001713,S00173,09-04-2024,EUR,APPROVED,98937.8
PO001714,S00028,06-07-2025,INR,APPROVED,302071.91
PO001715,S00199,19-06-2025,,CLOSED,87690.46
PO001716,S00329,30-08-2024,USD,CREATED,434282.7
PO001717,S00036,31-10-2025,INR,CREATED,315355.31
PO001718,S00074,26-03-2024,INR,APPROVED,41338.49
PO001719,S00309,21-04-2025,,APPROVED,114336.61
PO001720,S00041,23-03-2024,GBP,CANCELLED,152288.8
PO001721,S00376,23-08-2024,INR,APPROVED,209128.47
PO001722,S00316,18-11-2025,INR,CLOSED,139103.21
PO001723,S00234,26-09-2025,INR,CLOSED,430524.89
PO001724,S00252,23-01-2026,USD,CLOSED,196113.46
PO001725,S00087,08-12-2025,GBP,CANCELLED,208462.11
PO001726,S00318,13-04-2025,GBP,APPROVED,408899.92
PO001727,S00413,01-11-2025,GBP,CREATED,379774.3
PO001728,S00223,22-02-2024,USD,CLOSED,295567.6
PO001729,S00080,04-11-2025,,APPROVED,124932.32
PO001730,S00243,30-06-2025,EUR,CANCELLED,138029
PO001731,S00293,04-02-2025,,CANCELLED,31329.52
PO001732,S00071,28-08-2025,GBP,APPROVED,73135.85
PO001733,S00099,27-08-2025,USD,CREATED,430135.84
PO001734,S00380,22-07-2025,EUR,CANCELLED,199300.41
PO001735,S00217,02-08-2025,GBP,CLOSED,188938.9
PO001736,S00161,30-05-2024,,CREATED,201437.73
PO001737,S00020,18-04-2024,USD,CANCELLED,465725.43
PO001738,S00085,19-07-2025,INR,CANCELLED,478333.92
PO001739,S00401,07-10-2025,EUR,CANCELLED,315664.77
PO001740,S00192,05-05-2025,USD,CANCELLED,462891.97
PO001741,S00383,22-12-2025,INR,APPROVED,236251.41
PO001742,S00478,16-11-2024,EUR,CREATED,347223.07
PO001743,S00337,26-11-2024,INR,CLOSED,300745
PO001744,S00490,31-01-2025,INR,CLOSED,119944.48
PO001745,S00302,05-03-2024,INR,CREATED,53948.98
PO001746,S00048,23-04-2025,GBP,CANCELLED,351565.23
PO001747,S00468,31-12-2024,USD,APPROVED,437383.11
PO001748,S00086,22-06-2025,GBP,CLOSED,344377.58
PO001749,S00262,14-12-2024,,CANCELLED,290970.28
PO001750,S00382,07-02-2025,GBP,CREATED,50183.41
PO001751,S00299,17-03-2024,EUR,APPROVED,130855.78
PO001752,S00109,07-03-2025,GBP,CLOSED,-1757.75
PO001753,S00088,17-11-2025,GBP,CREATED,43919.68
PO001754,S00403,16-10-2024,GBP,CANCELLED,325533.2
PO001755,S00382,14-02-2025,GBP,APPROVED,84082.66
PO001756,S00097,15-04-2024,INR,APPROVED,240667.99
PO001757,S00263,11-09-2025,USD,CANCELLED,281381.53
PO001758,S00110,27-04-2024,INR,APPROVED,24785.94
PO001759,S00095,25-06-2025,INR,CLOSED,491388.3
PO001760,S00453,24-10-2024,GBP,CANCELLED,311552.88
PO001761,S00326,10-05-2024,USD,APPROVED,35303.95
PO001762,S00044,25-10-2024,GBP,CREATED,134764.91
PO001763,S00179,16-12-2025,USD,APPROVED,236338.04
PO001764,S00351,06-06-2024,USD,CREATED,25833.52
PO001765,S00391,31-10-2024,USD,CREATED,43905.13
PO001766,S00273,19-10-2025,USD,CANCELLED,299507.36
PO001767,S00500,18-07-2025,EUR,CANCELLED,233982.05
PO001768,S00176,29-05-2025,,CANCELLED,164957.85
PO001769,S00356,10-06-2025,EUR,CLOSED,407507.83
PO001770,S00488,30-11-2025,EUR,CANCELLED,186110.03
PO001771,S00030,31-10-2024,EUR,CLOSED,402166.45
PO001772,S00002,26-07-2024,GBP,CANCELLED,361236.19
PO001773,S00461,17-07-2025,INR,CREATED,298964.13
PO001774,S00451,30-04-2024,,CLOSED,475286.28
PO001775,S00391,23-12-2025,INR,CLOSED,223218.63
PO001776,S00358,05-03-2024,GBP,CANCELLED,328415.35
PO001777,S00002,05-03-2025,EUR,CREATED,315057.54
PO001778,S00454,07-12-2024,USD,CLOSED,337354.36
PO001779,S00122,04-09-2024,,CANCELLED,197083.42
PO001780,S00319,03-09-2024,USD,CLOSED,211097.72
PO001781,S00483,05-03-2024,GBP,CREATED,365810.26
PO001782,S00154,19-08-2024,,APPROVED,354530.7
PO001783,S00452,24-02-2025,,CREATED,59569.98
PO001784,S00414,26-12-2024,USD,CLOSED,415338.83
PO001785,S00286,08-11-2024,GBP,APPROVED,447686.33
PO001786,S00495,20-08-2024,USD,CANCELLED,329634.27
PO001787,S00126,07-07-2024,INR,APPROVED,81068.67
PO001788,S00490,02-01-2025,USD,CREATED,214621.17
PO001789,S00373,04-09-2025,USD,APPROVED,464146.76
PO001790,S00171,31-07-2025,GBP,CLOSED,106289.9
PO001791,S00134,12-02-2025,GBP,CREATED,331065.57
PO001792,S00479,23-10-2025,,CANCELLED,40673.09
PO001793,S00361,29-09-2024,EUR,APPROVED,465548.88
PO001794,S00399,25-10-2025,,CREATED,320213.2
PO001795,S00197,23-07-2025,GBP,CANCELLED,403265.98
PO001796,S00117,02-05-2025,EUR,CREATED,141943.13
PO001797,S00058,20-10-2024,USD,CLOSED,368993.52
PO001798,S00486,28-04-2024,INR,CREATED,284283.7
PO001799,S00067,03-01-2026,EUR,CANCELLED,286343.01
PO001800,S00001,03-12-2024,EUR,CREATED,292980.19
PO001801,S00099,22-08-2024,GBP,CANCELLED,156419.71
PO001802,S00190,29-07-2025,INR,APPROVED,48825.89
PO001803,S00005,17-03-2025,,CANCELLED,154542.74
PO001804,S00424,18-04-2025,EUR,APPROVED,247415.5
PO001805,S00238,23-04-2024,INR,CLOSED,68664.7
PO001806,S00347,10-03-2024,USD,CLOSED,150990.17
PO001807,S00359,26-12-2024,USD,CLOSED,498408.55
PO001808,S00368,20-04-2024,,CANCELLED,313693.92
PO001809,S00112,26-12-2025,GBP,CLOSED,350590.94
PO001810,S00196,21-05-2024,USD,CLOSED,72114.63
PO001811,S00373,16-04-2024,INR,APPROVED,348705.74
PO001812,S00027,04-12-2025,INR,CANCELLED,362334.71
PO001813,S00157,24-06-2025,INR,CREATED,271711.17
PO001814,S00176,22-06-2025,GBP,CANCELLED,495108.72
PO001815,S00394,14-05-2025,GBP,CANCELLED,31270.73
PO001816,S00379,03-08-2024,EUR,CLOSED,346670.04
PO001817,S00101,26-04-2024,,CANCELLED,44146.38
PO001818,S00169,21-08-2024,,CREATED,424153.91
PO001819,S00370,29-06-2025,EUR,CANCELLED,325590.16
PO001820,S00301,17-05-2024,INR,CANCELLED,346457.54
PO001821,S00153,25-06-2024,INR,APPROVED,105158.92
PO001822,S00390,10-06-2024,INR,CREATED,177924.02
PO001823,S00445,11-03-2024,,CREATED,337550.49
PO001824,S00446,21-03-2025,INR,CANCELLED,474951.07
PO001825,S00223,19-02-2024,INR,CREATED,43504.1
PO001826,S00248,19-09-2025,INR,CREATED,54260.16
PO001827,S00269,10-03-2024,EUR,CANCELLED,484712.12
PO001828,S00328,31-10-2024,GBP,APPROVED,12166.38
PO001829,S00126,16-01-2026,GBP,CANCELLED,147858.25
PO001830,S00311,06-08-2025,INR,CANCELLED,386804.15
PO001831,S00414,28-03-2024,USD,CANCELLED,431772.37
PO001832,S00339,11-11-2025,GBP,CLOSED,314328.42
PO001833,S00232,31-01-2024,EUR,CREATED,55600.19
PO001834,S00043,18-10-2025,USD,CANCELLED,318911.71
PO001835,S00472,04-08-2025,,APPROVED,6628.51
PO001836,S00299,11-03-2024,,CANCELLED,133231.03
PO001837,S00388,22-11-2024,USD,APPROVED,188899.74
PO001838,S00337,18-10-2024,GBP,CLOSED,283568.67
PO001839,S00051,27-02-2024,EUR,CREATED,355452.91
PO001840,S00448,20-02-2025,,APPROVED,199691.91
PO001841,S00365,23-01-2025,USD,CANCELLED,275810.38
PO001842,S00280,25-02-2024,,CANCELLED,27285.49
PO001843,S00435,26-05-2024,,CREATED,375521.65
PO001844,S00108,24-06-2025,USD,APPROVED,430311.74
PO001845,S00362,03-02-2025,INR,CREATED,275134.49
PO001846,S00416,20-07-2025,EUR,CREATED,14767.3
PO001847,S00300,14-07-2025,INR,APPROVED,39349.57
PO001848,S00134,13-11-2025,USD,CREATED,489863.86
PO001849,S00265,16-02-2024,EUR,CLOSED,482969.46
PO001850,S00089,26-05-2024,GBP,CREATED,120410.23
PO001851,S00024,15-07-2024,,CLOSED,327874.58
PO001852,S00232,28-08-2024,INR,CANCELLED,346026.25
PO001853,S00273,05-03-2025,EUR,APPROVED,342404.81
PO001854,S00346,03-09-2024,USD,APPROVED,13550.64
PO001855,S00074,15-09-2025,EUR,APPROVED,478498.58
PO001856,S00314,11-11-2025,,APPROVED,293850.49
PO001857,S00146,20-12-2024,INR,CANCELLED,32551.63
PO001858,S00133,31-01-2025,EUR,CANCELLED,323133.31
PO001859,S00085,08-10-2025,GBP,CANCELLED,37043.31
PO001860,S00133,05-12-2025,GBP,APPROVED,265631.68
PO001861,S00037,21-02-2024,EUR,APPROVED,355794.71
