invoice_id,supplier_id,po_id,invoice_date,invoice_amount,invoice_status
INV003080,S00057,PO000825,30-06-2025,553247.76,REJECTED
INV003081,S00093,PO000321,28-10-2025,200768.54,
INV003082,S00145,PO001057,02-07-2025,8680.2,REJECTED
INV003083,S00002,PO000315,13-02-2024,503748.43,PAID
INV003084,S00219,PO002982,04-10-2024,67710.52,VALIDATED
INV003085,S00005,PO001406,07-11-2025,431189.6,
INV003086,S00144,PO002442,23-04-2024,334732.76,PAID
INV003087,S00485,PO001851,28-03-2025,223365.19,
INV003088,S00104,PO001744,11-11-2024,544513.68,RECEIVED
INV003089,S00251,PO001214,12-04-2025,309431.96,VALIDATED
INV003090,S00442,PO002807,02-01-2025,113312.13,VALIDATED
INV003091,S00110,PO002843,30-11-2024,146737.45,REJECTED
INV003092,S00472,PO002548,29-11-2025,165190.9,REJECTED
INV003093,S00183,PO000455,07-07-2025,300847.83,RECEIVED
INV003094,S00234,PO002717,05-11-2024,209901.85,PAID
INV003095,S00280,PO000582,15-07-2025,201663.01,PAID
INV003096,S00136,PO002092,07-07-2024,442769.04,
INV003097,S00223,PO002288,08-12-2025,447624.64,REJECTED
INV003098,S00046,PO000578,20-09-2025,119234.14,PAID
INV003099,S00399,PO002135,02-03-2024,291890.45,RECEIVED
INV003100,S00479,PO001385,17-12-2024,2719.14,VALIDATED
INV003101,S00022,PO002878,06-08-2025,442586.01,RECEIVED
INV003102,S00252,PO000522,04-10-2024,339372.97,
INV003103,S00164,PO001583,16-02-2025,586970.05,VALIDATED
INV003104,S00202,PO001746,31-12-2024,242296.91,VALIDATED
INV003105,S00051,PO000876,22-12-2025,453827.56,REJECTED
INV003106,S00390,PO000732,01-06-2024,413909.51,REJECTED
INV003107,S00129,PO000837,04-03-2025,326892.6,REJECTED
INV003108,S00175,PO001261,05-01-2025,293632.37,RECEIVED
INV003109,S00349,PO000326,27-06-2024,108949.81,PAID
INV003110,S00102,PO002911,21-10-2025,215152.15,VALIDATED
INV003111,S00465,PO002532,28-08-2025,136403.92,PAID
INV003112,S00084,PO001823,27-06-2024,591387.34,
INV003113,S00430,PO000611,15-03-2024,546484.84,
INV003114,S00461,PO002094,13-09-2025,72241.3,PAID
INV003115,S00459,PO001707,04-07-2025,220770.57,
INV003116,S00395,PO001565,10-02-2024,8243.32,RECEIVED
INV003117,S00091,PO002275,30-12-2025,394633.24,PAID
INV003118,S00160,PO001886,05-01-2025,278871.99,RECEIVED
INV003119,S00200,PO001150,09-12-2025,325778.66,VALIDATED
INV003120,S00125,PO001382,29-03-2024,299738.2,VALIDATED
INV003121,S00322,PO002413,26-09-2025,476367.68,PAID
INV003122,S00449,PO001164,14-05-2025,557786.93,VALIDATED
INV003123,S00462,PO001332,18-02-2024,464755.57,REJECTED
INV003124,S00285,PO002118,16-01-2026,187363.42,
INV003125,S00129,PO002419,25-05-2025,479654.71,
INV003126,S00203,PO000109,03-12-2025,235213.89,VALIDATED
INV003127,S00453,PO001730,15-12-2025,117800.44,VALIDATED
INV003128,S00120,PO002541,06-02-2024,65789.79,VALIDATED
INV003129,S00305,PO001212,10-10-2025,282154.34,
INV003130,S00358,PO002693,21-04-2024,282445.79,PAID
INV003131,S00411,PO001051,19-07-2024,482809.04,REJECTED
INV003132,S00373,PO002785,21-12-2025,425853.69,RECEIVED
INV003133,S00447,PO000787,30-10-2024,398257.68,
INV003134,S00215,PO002066,05-01-2026,537993.08,REJECTED
INV003135,S00188,PO002386,08-09-2024,109784.08,
INV003136,S00430,PO002446,15-12-2024,526226.59,
INV003137,S00059,PO002586,04-07-2025,105949.43,REJECTED
INV003138,S00154,PO001320,17-03-2024,582629.76,PAID
INV003139,S00272,PO000533,09-03-2025,276363.65,RECEIVED
INV003140,S00295,PO002978,01-09-2025,208571.31,RECEIVED
INV003141,S00494,PO002598,04-08-2024,72988.53,
INV003142,S00137,PO000454,16-06-2024,497131.6,VALIDATED
INV003143,S00208,PO001219,04-09-2024,186129.11,REJECTED
INV003144,S00247,PO000659,27-02-2024,347068.24,RECEIVED
INV003145,S00283,PO002059,14-08-2025,598439.65,PAID
INV003146,S00023,PO000477,30-08-2025,478409.22,REJECTED
INV003147,S00406,PO002855,08-01-2025,1158.07,VALIDATED
INV003148,S00103,PO000361,07-01-2026,410306.56,REJECTED
INV003149,S00057,PO001933,12-01-2026,389523.21,PAID
INV003150,S00268,PO002237,12-10-2025,80125.37,
INV003151,S00135,PO002817,28-07-2025,157423.55,VALIDATED
INV003152,S00494,PO001812,31-01-2024,583730.11,
INV003153,S00440,PO000120,21-09-2025,158779.53,PAID
INV003154,S00319,PO000375,22-02-2025,585816.15,
INV003155,S00450,PO002490,05-10-2025,339250.59,RECEIVED
INV003156,S00084,PO000448,09-11-2024,381595.18,REJECTED
INV003157,S00469,PO001253,14-07-2025,451070.44,PAID
INV003158,S00422,PO001817,05-10-2025,557837.33,REJECTED
INV003159,S00391,PO002974,26-02-2025,446206.49,REJECTED
INV003160,S00179,PO000509,15-01-2025,511376.92,VALIDATED
INV003161,S00408,PO001923,06-02-2025,14159.24,REJECTED
INV003162,S00022,PO002905,08-10-2025,98422.28,REJECTED
INV003163,S00397,PO000505,08-08-2025,393546.91,VALIDATED
INV003164,S00189,PO000093,28-11-2024,226072.23,
INV003165,S00096,PO000455,14-12-2024,439634.08,VALIDATED
INV003166,S00004,PO000898,08-04-2025,587075.33,PAID
INV003167,S00269,PO000491,30-05-2025,468323.8,
INV003168,S00329,PO002698,24-03-2025,266714.59,
INV003169,S00345,PO001356,22-05-2024,49777.85,REJECTED
INV003170,S00331,PO000746,13-02-2025,421289.53,PAID
INV003171,S00078,PO001084,07-12-2025,18778.24,PAID
INV003172,S00265,PO002320,25-11-2024,279540.35,VALIDATED
INV003173,S00427,PO001488,10-08-2025,357211.28,
INV003174,S00348,PO002559,25-03-2025,307697.42,
INV003175,S00164,PO001467,14-12-2024,93936.27,VALIDATED
INV003176,S00313,PO000639,22-06-2024,366833.69,REJECTED
INV003177,S00409,PO000137,29-10-2024,109225.51,
INV003178,S00413,PO002259,07-01-2025,170083.59,
INV003179,S00421,PO001310,21-09-2025,547955.4,PAID
INV003180,S00071,PO000647,12-09-2025,504905.69,PAID
INV003181,S00154,PO002985,10-12-2024,586360.26,REJECTED
INV003182,S00484,PO000729,11-07-2025,504076.1,
INV003183,S00057,PO000762,30-11-2024,360242.25,
INV003184,S00209,PO001835,22-03-2024,142989.34,PAID
INV003185,S00353,PO002814,19-08-2024,141421.42,RECEIVED
INV003186,S00439,PO002589,07-09-2025,257073.76,VALIDATED
INV003187,S00076,PO000845,10-01-2026,30696.73,RECEIVED
INV003188,S00230,PO000351,12-05-2025,365049.89,PAID
INV003189,S00186,PO001954,15-03-2025,476942.94,VALIDATED
INV003190,S00069,PO002439,01-09-2024,530327.99,RECEIVED
INV003191,S00205,PO001696,25-02-2024,75756.78,PAID
INV003192,S00360,PO001734,03-06-2025,381183.94,REJECTED
INV003193,S00142,PO002284,16-10-2025,443426.01,VALIDATED
INV003194,S00260,PO001158,03-11-2024,489946.46,RECEIVED
INV003195,S00124,PO002634,23-06-2025,9783.53,REJECTED
INV003196,S00205,PO000997,25-09-2025,573470.86,
INV003197,S00223,PO002736,04-03-2025,423425.37,VALIDATED
INV003198,S00201,PO002566,04-11-2025,306815.84,RECEIVED
INV003199,S00355,PO001870,11-11-2024,200143.17,
INV003200,S00135,PO000082,16-12-2024,200206.22,RECEIVED
INV003201,S00278,PO002568,30-09-2025,331006.21,PAID
INV003202,S00285,PO001335,15-08-2024,109496.74,
INV003203,S00269,PO002617,04-04-2025,281446.51,RECEIVED
INV003204,S00233,PO000643,17-08-2025,277284.46,REJECTED
INV003205,S00030,PO000043,24-02-2025,147543.37,PAID
INV003206,S00047,PO000001,18-02-2025,457532.77,
INV003207,S00489,PO002282,31-03-2025,103548.49,
INV003208,S00235,PO000115,12-11-2025,504243.74,PAID
INV003209,S00046,PO001953,16-11-2024,51848.35,
INV003210,S00141,PO002751,24-08-2024,449552.51,
INV003211,S00232,PO001057,11-05-2025,203217.25,RECEIVED
INV003212,S00315,PO001953,06-02-2025,29837.83,PAID
INV003213,S00492,PO002708,06-06-2025,598196.27,RECEIVED
INV003214,S00417,PO002836,10-01-2025,283645.91,RECEIVED
INV003215,S00334,PO000712,22-07-2024,408332.05,VALIDATED
INV003216,S00416,PO001180,07-10-2025,580886.67,RECEIVED
INV003217,S00050,PO001331,17-06-2025,507452.11,PAID
INV003218,S00327,PO001370,26-09-2024,109429.42,PAID
INV003219,S00329,PO000124,25-03-2024,474650.15,REJECTED
INV003220,S00292,PO002784,11-05-2025,436340.93,RECEIVED
INV003221,S00059,PO001483,19-09-2025,331477.77,RECEIVED
INV003222,S00120,PO000124,22-03-2025,536278.13,VALIDATED
INV003223,S00310,PO001437,18-01-2025,114342.83,RECEIVED
INV003224,S00400,PO001777,29-10-2025,382579.88,PAID
INV003225,S00332,PO002816,12-03-2024,503461.61,RECEIVED
INV003226,S00184,PO000522,26-08-2024,88130.12,VALIDATED
INV003227,S00137,PO001342,15-02-2024,475281.35,RECEIVED
INV003228,S00432,PO002255,13-06-2024,338849.25,RECEIVED
INV003229,S00358,PO001968,13-10-2024,470834.36,VALIDATED
INV003230,S00255,PO001571,12-09-2024,229883.13,REJECTED
INV003231,S00007,PO002693,28-01-2024,524563.59,RECEIVED
INV003232,S00200,PO000041,19-10-2025,256795.26,PAID
INV003233,S00374,PO000246,30-09-2024,426920.84,PAID
INV003234,S00015,PO001454,26-06-2024,57294.48,
INV003235,S00120,PO000730,28-02-2024,331001.83,PAID
INV003236,S00012,PO002858,10-05-2025,447196.03,PAID
INV003237,S00378,PO001149,02-10-2024,24421.7,
INV003238,S00011,PO001120,21-12-2024,121284.73,
INV003239,S00295,PO000786,24-06-2025,192766.38,RECEIVED
INV003240,S00237,PO000779,16-08-2024,443206.03,PAID
INV003241,S00226,PO000448,04-05-2024,210547.34,PAID
INV003242,S00082,PO000636,30-09-2024,174183.4,RECEIVED
INV003243,S00035,PO001017,08-04-2024,558928.09,RECEIVED
INV003244,S00154,PO002262,09-07-2025,494183.71,RECEIVED
INV003245,S00072,PO001700,29-01-2025,439206.8,
INV003246,S00070,PO001576,11-06-2024,221950.69,VALIDATED
INV003247,S00171,PO002606,29-11-2024,104699.21,VALIDATED
INV003248,S00280,PO000839,22-08-2025,509725.31,
INV003249,S00213,PO002051,07-11-2024,327704.48,REJECTED
INV003250,S00014,PO002933,04-11-2024,555546.54,
INV003251,S00141,PO001332,05-07-2024,453245.13,
INV003252,S00329,PO001122,16-11-2024,263445.8,
INV003253,S00443,PO000882,30-01-2024,526895.7,
INV003254,S00195,PO002014,13-08-2024,340566.6,
INV003255,S00224,PO001354,26-08-2024,339117.22,VALIDATED
INV003256,S00330,PO001000,13-05-2025,356626.42,PAID
INV003257,S00452,PO001052,08-02-2025,491229.66,
INV003258,S00133,PO002527,06-02-2025,130599.82,REJECTED
INV003259,S00340,PO002847,28-10-2024,331797.59,PAID
INV003260,S00237,PO002058,26-10-2024,157339.06,
INV003261,S00340,PO002948,10-07-2024,37174.04,VALIDATED
INV003262,S00421,PO000958,23-06-2024,35010.85,REJECTED
INV003263,S00059,PO001269,28-11-2024,393373.99,PAID
INV003264,S00478,PO002816,22-11-2024,18970.59,VALIDATED
INV003265,S00290,PO001729,11-01-2025,7856.05,RECEIVED
INV003266,S00040,PO002080,10-07-2025,149956.83,REJECTED
INV003267,S00434,PO002524,02-05-2025,599831.1,RECEIVED
INV003268,S00267,PO000298,17-08-2025,471054.93,
INV003269,S00371,PO002460,06-12-2024,323809.28,VALIDATED
INV003270,S00248,PO002163,15-06-2024,33014.89,RECEIVED
INV003271,S00023,PO001167,06-02-2024,275424.85,
INV003272,S00342,PO002636,15-12-2025,160613.28,PAID
INV003273,S00133,PO001295,08-03-2024,514328.9,VALIDATED
INV003274,S00403,PO002760,28-04-2024,80486.69,REJECTED
INV003275,S00246,PO000549,27-10-2024,53632.61,RECEIVED
INV003276,S00294,PO002787,28-12-2025,471321.28,RECEIVED
INV003277,S00498,PO000355,03-02-2025,4543.48,PAID
INV003278,S00189,PO002976,10-10-2024,411760.74,VALIDATED
INV003279,S00209,PO001449,05-06-2025,539035.6,
INV003280,S00334,PO000544,05-05-2025,42513.41,PAID
INV003281,S00186,PO000363,11-09-2025,180025.84,REJECTED
INV003282,S00090,PO002788,14-10-2025,526769.04,RECEIVED
INV003283,S00442,PO000001,06-08-2024,4127.82,
INV003284,S00283,PO002135,19-01-2025,391647.06,REJECTED
INV003285,S00335,PO001726,16-09-2024,179025.39,RECEIVED
INV003286,S00161,PO000983,12-05-2024,274710.94,REJECTED
INV003287,S00086,PO000656,30-04-2024,107251.21,PAID
INV003288,S00170,PO001760,12-04-2025,473423.48,VALIDATED
INV003289,S00041,PO001143,08-04-2025,338214.11,PAID
INV003290,S00151,PO002197,20-09-2025,335126.21,RECEIVED
INV003291,S00376,PO002017,27-04-2025,120491.75,REJECTED
INV003292,S00218,PO002915,16-01-2025,510685.26,
INV003293,S00352,PO002489,01-03-2024,433356.14,VALIDATED
INV003294,S00234,PO001932,11-12-2025,270784.14,RECEIVED
INV003295,S00050,PO000039,29-04-2025,475821.6,PAID
INV003296,S00360,PO000792,01-12-2024,469529.43,PAID
INV003297,S00446,PO002378,31-10-2025,131571.04,PAID
INV003298,S00487,PO002228,19-05-2024,188211.29,PAID
INV003299,S00348,PO000279,26-06-2025,375460.46,
INV003300,S00144,PO000162,16-05-2025,398588.93,REJECTED
INV003301,S00138,PO001768,04-01-2026,522579.49,REJECTED
INV003302,S00070,PO000932,22-04-2025,352585.18,
INV003303,S00423,PO002138,10-12-2024,321848.16,RECEIVED
INV003304,S00054,PO002150,12-03-2024,581038.9,VALIDATED
INV003305,S00050,PO000193,13-04-2025,263539.31,RECEIVED
INV003306,S00169,PO002729,24-12-2025,587713.5,
INV003307,S00478,PO001489,30-05-2025,535214.99,
INV003308,S00344,PO002596,04-11-2025,412136.5,REJECTED
INV003309,S00401,PO000185,07-08-2025,151051.21,PAID
INV003310,S00117,PO002836,06-09-2025,262794.56,REJECTED
INV003311,S00212,PO002430,05-06-2024,429683.5,REJECTED
INV003312,S00250,PO002930,30-03-2024,149745.19,PAID
INV003313,S00461,PO001111,31-07-2024,352541.81,REJECTED
INV003314,S00016,PO001991,18-08-2024,470877.75,VALIDATED
INV003315,S00286,PO002598,07-04-2024,281730.14,REJECTED
INV003316,S00436,PO000521,18-10-2025,125575.47,RECEIVED
INV003317,S00188,PO001867,08-02-2024,70064.46,VALIDATED
INV003318,S00060,PO001651,15-04-2024,511427.51,REJECTED
INV003319,S00094,PO002470,04-10-2024,230664.47,REJECTED
INV003320,S00273,PO002584,16-02-2025,460988.18,VALIDATED
INV003321,S00250,PO000938,07-09-2024,159066.81,
INV003322,S00294,PO000241,13-02-2025,392234.43,PAID
INV003323,S00089,PO001627,27-02-2024,325300.3,PAID
INV003324,S00152,PO001615,12-10-2024,494333.86,REJECTED
INV003325,S00265,PO002159,28-10-2024,344616.68,
INV003326,S00315,PO002493,22-11-2024,470006.79,VALIDATED
INV003327,S00076,PO000289,09-01-2026,374095.47,VALIDATED
INV003328,S00098,PO000130,14-12-2025,552695.91,PAID
INV003329,S00066,PO000389,29-07-2024,287020.42,PAID
INV003330,S00109,PO001228,27-08-2024,574528.17,
INV003331,S00405,PO001419,17-06-2024,249779.51,PAID
INV003332,S00390,PO000058,09-10-2025,169928.49,REJECTED
INV003333,S00088,PO001058,14-07-2025,14876.29,PAID
INV003334,S00357,PO002659,23-04-2024,174714.31,RECEIVED
INV003335,S00211,PO000884,20-02-2024,55040.71,REJECTED
INV003336,S00400,PO001179,24-12-2024,505996.41,REJECTED
INV003337,S00029,PO000218,10-12-2025,37441.55,VALIDATED
INV003338,S00230,PO002402,13-10-2025,9521.67,REJECTED
INV003339,S00139,PO000513,19-03-2024,70059.43,RECEIVED
INV003340,S00222,PO002757,10-09-2024,236793.45,PAID
INV003341,S00453,PO002762,08-09-2024,454270.22,RECEIVED
INV003342,S00362,PO002193,09-10-2025,460317.87,REJECTED
INV003343,S00309,PO000027,03-11-2024,451587.94,
INV003344,S00348,PO002382,10-02-2025,58077.63,REJECTED
INV003345,S00027,PO002052,18-06-2024,528136.5,
INV003346,S00006,PO001798,10-06-2025,486085.98,PAID
INV003347,S00078,PO000255,11-05-2024,286422.88,VALIDATED
INV003348,S00010,PO002300,20-07-2024,564284.44,REJECTED
INV003349,S00453,PO001893,19-04-2024,87531.01,REJECTED
INV003350,S00434,PO002452,03-11-2025,254219.98,REJECTED
INV003351,S00483,PO001823,16-07-2025,135417.52,
INV003352,S00165,PO002139,06-09-2025,417852.38,REJECTED
INV003353,S00032,PO000366,21-07-2025,442083.17,RECEIVED
INV003354,S00023,PO002168,25-10-2025,222956.3,
INV003355,S00169,PO001111,01-05-2024,345193.31,PAID
INV003356,S00360,PO001593,14-07-2025,210089.4,REJECTED
INV003357,S00466,PO002034,02-01-2025,472630.77,
INV003358,S00088,PO000453,26-10-2024,85789.33,RECEIVED
INV003359,S00375,PO002470,12-08-2024,573010.05,PAID
INV003360,S00074,PO001663,29-07-2025,55644.43,RECEIVED
INV003361,S00268,PO001717,17-06-2024,282199.84,
INV003362,S00225,PO002070,21-04-2024,144185.49,REJECTED
INV003363,S00073,PO000111,14-03-2025,598898.65,REJECTED
INV003364,S00133,PO002218,16-07-2024,391356.81,PAID
INV003365,S00488,PO001064,11-06-2024,277562.2,VALIDATED
INV003366,S00115,PO000550,23-03-2024,399544.13,
INV003367,S00047,PO002872,25-09-2024,351013.33,REJECTED
INV003368,S00108,PO001039,13-07-2024,332628.8,RECEIVED
INV003369,S00119,PO000075,25-02-2025,505863.39,PAID
INV003370,S00355,PO000991,26-08-2025,530339.84,VALIDATED
INV003371,S00194,PO002630,14-09-2025,552065.67,
INV003372,S00059,PO002737,01-10-2024,199863.33,
INV003373,S00448,PO002769,05-01-2025,143741.9,PAID
INV003374,S00290,PO000329,09-06-2024,561374.1,REJECTED
INV003375,S00361,PO001557,24-11-2025,99173.08,PAID
INV003376,S00002,PO001150,13-07-2025,553495.79,REJECTED
INV003377,S00048,PO000114,01-08-2024,503598.36,RECEIVED
INV003378,S00227,PO002812,29-09-2024,546835.93,RECEIVED
INV003379,S00299,PO001424,30-09-2025,445981.77,RECEIVED
INV003380,S00412,PO001540,22-06-2025,54938.96,
INV003381,S00105,PO002932,20-08-2025,89109.14,
INV003382,S00225,PO001329,06-12-2025,115786.35,REJECTED
INV003383,S00201,PO000463,26-08-2024,179363.6,RECEIVED
INV003384,S00350,PO000315,29-06-2024,332054.52,
INV003385,S00251,PO002291,22-02-2025,217851.57,RECEIVED
INV003386,S00499,PO000931,26-09-2025,488698.23,PAID
INV003387,S00392,PO002922,24-02-2025,121680.48,RECEIVED
INV003388,S00092,PO001391,11-11-2025,39361.45,VALIDATED
INV003389,S00395,PO002706,11-06-2025,395991.81,REJECTED
INV003390,S00455,PO000400,25-09-2024,578486.3,
INV003391,S00314,PO002772,22-04-2025,47722.55,PAID
INV003392,S00033,PO001343,19-11-2025,488703.66,VALIDATED
INV003393,S00035,PO000638,30-06-2025,48434.18,
INV003394,S00125,PO000870,02-06-2024,327789.38,VALIDATED
INV003395,S00009,PO000185,04-11-2024,409722.86,RECEIVED
INV003396,S00414,PO000963,06-09-2024,389929.35,
INV003397,S00307,PO001819,14-06-2025,361245.87,PAID
INV003398,S00491,PO001889,18-01-2026,136309.23,REJECTED
INV003399,S00192,PO001785,01-04-2025,569989.28,PAID
INV003400,S00336,PO000422,16-08-2025,12981.47,
INV003401,S00445,PO001262,11-09-2025,221964.05,RECEIVED
INV003402,S00251,PO000518,14-12-2024,581060.81,PAID
INV003403,S00317,PO001117,25-12-2024,446558.02,VALIDATED
INV003404,S00259,PO001579,29-03-2024,157313.66,PAID
INV003405,S00362,PO000327,21-01-2025,115995.59,VALIDATED
INV003406,S00488,PO000096,12-09-2025,560764.18,
INV003407,S00449,PO001043,22-02-2025,439168.88,PAID
INV003408,S00081,PO002925,21-04-2025,550432.72,PAID
INV003409,S00169,PO001190,29-01-2024,575109.82,
INV003410,S00368,PO001048,12-07-2024,485543.67,VALIDATED
INV003411,S00266,PO001398,23-09-2025,598851.77,RECEIVED
INV003412,S00135,PO000374,18-03-2024,535626.22,REJECTED
INV003413,S00384,PO000831,15-10-2025,88741.67,PAID
INV003414,S00276,PO001767,17-03-2025,514058.23,VALIDATED
INV003415,S00110,PO000778,02-02-2025,556637.1,VALIDATED
INV003416,S00006,PO001425,20-02-2024,256539.03,VALIDATED
INV003417,S00056,PO000320,21-09-2025,74307.71,VALIDATED
INV003418,S00258,PO000573,08-04-2024,565160.13,REJECTED
INV003419,S00246,PO002937,05-07-2025,412907.15,RECEIVED
INV003420,S00267,PO000739,25-10-2025,445479.01,RECEIVED
INV003421,S00490,PO000866,14-05-2025,444763.49,PAID
INV003422,S00378,PO002590,04-08-2024,105552.37,VALIDATED
INV003423,S00040,PO000481,07-05-2024,45958.3,
INV003424,S00305,PO000123,09-05-2024,566746.07,
INV003425,S00112,PO002715,24-07-2024,438510.26,
INV003426,S00252,PO002396,30-07-2025,341987.55,VALIDATED
INV003427,S00107,PO000192,05-10-2025,360648.55,RECEIVED
INV003428,S00098,PO002115,13-08-2024,483256.09,
INV003429,S00043,PO002582,02-12-2025,386900.58,
INV003430,S00489,PO001732,04-07-2024,493160.35,RECEIVED
INV003431,S00084,PO000074,24-08-2024,515051.82,
INV003432,S00080,PO002302,14-07-2024,338281.25,
INV003433,S00332,PO000485,01-11-2025,327360.47,PAID
INV003434,S00123,PO000836,28-01-2025,458657.03,
INV003435,S00220,PO000735,31-08-2025,590564.18,VALIDATED
INV003436,S00459,PO001513,22-11-2024,303293.34,
INV003437,S00005,PO001485,15-06-2024,587206.13,
INV003438,S00403,PO001852,08-01-2026,291586.6,
INV003439,S00228,PO002050,20-05-2025,21720.45,REJECTED
INV003440,S00290,PO002028,03-05-2024,341320.52,VALIDATED
INV003441,S00147,PO001163,17-07-2024,251235.76,PAID
INV003442,S00083,PO000818,26-09-2024,393650.82,
INV003443,S00277,PO002959,11-10-2024,591012.29,REJECTED
INV003444,S00143,PO002107,05-02-2024,164006.68,
INV003445,S00097,PO002812,10-09-2024,463500.57,RECEIVED
INV003446,S00457,PO000595,03-02-2025,346087.55,REJECTED
INV003447,S00471,PO001527,02-03-2024,153388.28,VALIDATED
INV003448,S00414,PO000627,06-11-2024,555916.65,PAID
INV003449,S00289,PO002388,08-03-2024,331471.32,RECEIVED
INV003450,S00158,PO001900,22-04-2025,232119.62,
INV003451,S00287,PO000849,19-09-2025,494903.44,VALIDATED
INV003452,S00338,PO002758,27-03-2025,364079.76,RECEIVED
INV003453,S00175,PO002552,29-12-2024,234986.24,
INV003454,S00196,PO001707,31-07-2024,406283.31,RECEIVED
INV003455,S00143,PO000222,16-07-2024,468135.95,PAID
INV003456,S00281,PO001033,12-12-2024,532527.46,PAID
INV003457,S00170,PO000990,30-07-2025,252829,
INV003458,S00425,PO000772,02-11-2025,391150.86,VALIDATED
INV003459,S00471,PO001707,27-08-2024,114035.5,PAID
INV003460,S00180,PO002796,23-04-2024,266963.81,
INV003461,S00349,PO000289,17-10-2025,43007.59,REJECTED
INV003462,S00187,PO002430,22-06-2025,226681.28,RECEIVED
INV003463,S00494,PO002883,04-08-2024,174828.48,REJECTED
INV003464,S00203,PO001529,27-08-2025,311655.44,PAID
INV003465,S00485,PO002398,21-09-2024,35190.6,
INV003466,S00417,PO002918,11-06-2025,210227.82,RECEIVED
INV003467,S00026,PO001980,20-09-2024,25952.44,RECEIVED
INV003468,S00050,PO001052,10-11-2024,521297.81,VALIDATED
INV003469,S00087,PO002699,15-03-2025,128441.48,PAID
INV003470,S00464,PO002414,01-11-2025,250676.56,REJECTED
INV003471,S00478,PO001437,08-08-2025,312612.43,PAID
INV003472,S00090,PO000729,04-01-2026,532960.71,
INV003473,S00407,PO001484,04-09-2025,13733.45,PAID
INV003474,S00151,PO000879,01-12-2025,260944.79,PAID
INV003475,S00279,PO002106,21-04-2024,487067.21,PAID
INV003476,S00279,PO002695,01-07-2025,421743.32,REJECTED
INV003477,S00375,PO000272,02-06-2025,319876.15,REJECTED
INV003478,S00149,PO001324,05-12-2024,263778.3,PAID
INV003479,S00230,PO001650,26-03-2024,313957.06,VALIDATED
INV003480,S00226,PO002669,10-12-2024,128163.6,REJECTED
INV003481,S00312,PO002860,10-02-2025,407554.09,RECEIVED
INV003482,S00473,PO002078,19-12-2025,348567.24,REJECTED
INV003483,S00489,PO000959,04-09-2024,389006.1,RECEIVED
INV003484,S00116,PO001737,29-06-2024,213107.93,
INV003485,S00365,PO000144,01-09-2024,279093,PAID
INV003486,S00221,PO001793,28-02-2025,485707.53,PAID
INV003487,S00112,PO000800,15-04-2025,178466.18,RECEIVED
INV003488,S00296,PO002896,10-02-2025,409237.51,RECEIVED
INV003489,S00168,PO001385,19-03-2025,202343.39,RECEIVED
INV003490,S00057,PO002847,05-10-2024,584729.33,VALIDATED
INV003491,S00107,PO000798,05-06-2025,489271.13,PAID
INV003492,S00449,PO000932,09-02-2025,447802.45,REJECTED
INV003493,S00378,PO000550,17-04-2025,585070.94,REJECTED
INV003494,S00365,PO001183,05-01-2026,373437.47,REJECTED
INV003495,S00363,PO000918,28-10-2024,57959,
INV003496,S00186,PO000961,22-07-2025,446994.71,RECEIVED
INV003497,S00397,PO000596,29-09-2025,234732.23,RECEIVED
INV003498,S00430,PO002780,26-05-2024,29151.99,PAID
INV003499,S00388,PO002133,16-06-2025,506730.81,VALIDATED
INV003500,S00199,PO000851,15-07-2024,541707.3,VALIDATED
INV003501,S00477,PO000344,27-06-2024,27590.94,
INV003502,S00441,PO002893,23-05-2025,376175.37,PAID
INV003503,S00246,PO001941,13-02-2025,308605.28,
INV003504,S00148,PO001716,25-02-2025,84620.96,RECEIVED
INV003505,S00194,PO001190,17-06-2025,80671.51,RECEIVED
INV003506,S00047,PO002124,08-02-2024,251707.45,
INV003507,S00090,PO001925,02-12-2025,98824.58,VALIDATED
INV003508,S00387,PO001243,30-11-2025,27722.33,
INV003509,S00285,PO000377,25-12-2025,169685.24,REJECTED
INV003510,S00421,PO002936,04-08-2024,263893.15,PAID
INV003511,S00056,PO002252,19-04-2024,546564.72,
INV003512,S00359,PO000518,30-11-2024,277901.71,PAID
INV003513,S00495,PO000423,15-11-2024,464758.58,RECEIVED
INV003514,S00308,PO001109,29-06-2025,315427.92,
INV003515,S00292,PO000575,21-12-2025,280131.64,VALIDATED
INV003516,S00142,PO000860,16-11-2025,477237.8,PAID
INV003517,S00226,PO000955,02-11-2024,222675.77,RECEIVED
INV003518,S00278,PO002837,29-10-2025,483780.28,REJECTED
INV003519,S00333,PO002202,23-10-2024,455429.78,PAID
INV003520,S00147,PO001936,27-09-2025,579123.13,REJECTED
INV003521,S00150,PO001364,09-06-2024,276510.67,PAID
INV003522,S00434,PO002836,17-12-2024,587316.76,REJECTED
INV003523,S00096,PO001837,15-01-2026,158475.35,REJECTED
INV003524,S00310,PO000828,20-07-2024,74356.25,
INV003525,S00282,PO000106,02-08-2025,265318.52,VALIDATED
INV003526,S00129,PO000779,29-04-2025,254374.6,
INV003527,S00053,PO002801,13-06-2024,87011.36,RECEIVED
INV003528,S00173,PO001453,20-12-2024,162212.24,VALIDATED
INV003529,S00432,PO000899,08-06-2025,263360.95,
INV003530,S00356,PO002424,12-06-2025,271069.07,RECEIVED
INV003531,S00142,PO002778,27-11-2024,61797.41,PAID
INV003532,S00476,PO002214,12-10-2025,320018.05,REJECTED
INV003533,S00043,PO000888,30-04-2025,236879.85,VALIDATED
